0	9131.18	0
1	116.5	0
2	116.5	0
3	116.5	0
4	116.5	0
5	116.5	0
6	116.5	0
7	116.5	0
8	116.5	0
9	46.8195	0
10	46.8195	0
11	46.8195	0
12	33.8052	0
13	33.8052	10
14	31.4964	10
15	31.4964	10
16	31.4964	10
17	31.4964	10
18	19.2162	10
19	19.2162	10
20	19.2162	10
21	19.2162	10
22	19.2162	10
23	19.2162	10
24	19.2162	20
25	19.2162	20
26	19.2162	20
27	19.2162	20
28	15.0189	20
29	15.0189	20
30	15.0189	20
31	15.0189	20
32	15.0189	20
33	15.0189	20
34	15.0189	20
35	15.0189	20
36	15.0189	20
37	15.0189	20
38	15.0189	20
39	15.0189	20
40	15.0189	20
41	15.0189	30
42	10.0037	30
43	10.0037	30
44	10.0037	30
45	10.0037	30
46	10.0037	30
47	10.0037	30
48	6.71587	30
49	6.71587	30
50	6.44364	30
51	6.44364	30
52	6.24825	40
53	6.24825	40
54	6.24825	40
55	6.24825	40
56	6.24825	40
57	6.24825	40
58	6.24825	40
59	6.24825	40
60	6.24825	40
61	6.24825	40
62	6.24825	40
63	6.24825	40
64	6.24825	40
65	6.24825	40
66	6.24825	40
67	6.24825	40
68	6.24825	40
69	6.18129	50
70	6.18129	50
71	6.18129	50
72	5.97639	50
73	5.97639	50
74	5.97639	50
75	5.71247	50
76	5.71247	50
77	5.71247	50
78	5.71247	50
79	5.71247	50
80	5.71247	60
81	5.71247	60
82	5.71247	60
83	5.71247	60
84	5.02755	60
85	4.54081	60
86	4.54081	60
87	4.54081	60
88	4.54081	60
89	4.40033	60
90	4.40033	60
91	3.79714	60
92	1.91475	60
93	1.91475	60
94	1.91475	60
95	1.59511	60
96	1.59511	60
97	1.59511	70
98	1.59511	70
99	1.59511	70
