0	4420	0
1	493.631	0
2	189.96	0
3	189.96	0
4	189.96	0
5	42.1395	0
6	42.1395	0
7	42.1395	10
8	42.1395	10
9	21.1204	10
10	21.1204	10
11	21.1204	10
12	21.1204	10
13	21.1204	10
14	21.1204	10
15	21.1204	10
16	21.1204	10
17	21.1204	10
18	21.1204	20
19	21.1204	20
20	21.1204	20
21	21.1204	20
22	21.1204	20
23	21.1204	20
24	21.1204	20
25	21.1204	20
26	21.1204	20
27	21.1204	20
28	21.1204	20
29	21.1204	20
30	21.1204	20
31	21.1204	20
32	21.1204	20
33	21.1204	20
34	21.1204	30
35	18.0891	30
36	18.0891	30
37	18.0891	30
38	18.0891	30
39	18.0891	30
40	18.0891	30
41	18.0891	30
42	18.0891	30
43	13.5367	30
44	13.5367	30
45	13.5367	30
46	13.5367	30
47	13.5367	30
48	13.5367	30
49	12.8647	30
50	12.8647	40
51	12.8647	40
52	11.3741	40
53	11.3741	40
54	11.3741	40
55	11.3741	40
56	11.3741	40
57	11.3741	40
58	11.3741	40
59	8.32505	40
60	8.32505	40
61	8.32505	40
62	6.44396	40
63	6.44396	40
64	6.44396	40
65	6.44396	40
66	6.44396	50
67	6.44396	50
68	6.44396	50
69	6.44396	50
70	6.44396	50
71	6.44396	50
72	6.44396	50
73	6.44396	50
74	6.44396	50
75	6.44396	50
76	6.44396	60
77	6.44396	60
78	6.44396	60
79	6.44396	60
80	4.44565	60
81	4.44565	60
82	2.71159	70
83	2.71159	70
84	2.71159	70
85	2.71159	70
86	2.71159	70
87	2.71159	70
88	2.71159	70
89	2.71159	70
90	2.71159	70
91	2.71159	70
92	2.71159	70
93	2.71159	70
94	2.71159	70
95	2.71159	70
96	2.71159	70
97	2.71159	70
98	2.71159	80
99	2.71159	80
