0	6315.44	0
1	450.876	0
2	145.052	0
3	145.052	0
4	133.065	0
5	82.3042	0
6	82.3042	0
7	82.3042	0
8	82.3042	10
9	82.3042	10
10	82.3042	10
11	82.3042	10
12	82.3042	10
13	79	10
14	79	10
15	40.2202	10
16	40.2202	10
17	40.2202	10
18	28.215	10
19	28.215	20
20	28.215	20
21	28.215	20
22	11.5787	20
23	11.5787	20
24	11.5787	20
25	11.5787	20
26	11.5787	20
27	11.5787	20
28	11.5787	20
29	11.5787	20
30	11.5787	20
31	11.5787	20
32	11.5787	20
33	11.5787	20
34	11.5787	20
35	11.5787	20
36	11.5787	20
37	11.5787	20
38	11.5787	20
39	11.5787	20
40	11.5787	20
41	11.5787	30
42	7.78342	30
43	7.78342	30
44	7.78342	30
45	7.78342	30
46	7.25456	30
47	7.25456	30
48	7.25456	30
49	7.25456	30
50	4.83186	30
51	4.83186	30
52	4.83186	30
53	4.83186	30
54	4.83186	30
55	4.83186	30
56	4.83186	30
57	4.83186	30
58	3.13229	40
59	3.13229	40
60	3.13229	40
61	3.13229	40
62	3.13229	40
63	3.13229	40
64	3.13229	40
65	3.13229	40
66	3.13229	40
67	3.13229	40
68	3.13229	40
69	3.13229	40
70	3.13229	40
71	3.13229	40
72	3.13229	40
73	3.13229	40
74	3.13229	50
75	3.13229	50
76	3.13229	50
77	3.13229	50
78	3.13229	50
79	3.13229	50
80	3.13229	50
81	3.13229	50
82	3.13229	50
83	3.13229	50
84	3.13229	50
85	3.13229	50
86	3.13229	60
87	3.13229	60
88	3.13229	60
89	3.13229	60
90	3.13229	60
91	3.13229	60
92	3.13229	60
93	3.13229	60
94	3.13229	60
95	3.13229	60
96	3.13229	60
97	3.13229	60
98	3.13229	60
99	3.13229	60
