0	4733.86	0
1	412.704	0
2	237.64	0
3	237.64	0
4	237.64	10
5	169.316	10
6	169.316	10
7	169.316	10
8	169.316	10
9	135.043	10
10	39.8862	10
11	39.8862	10
12	39.8862	10
13	39.8862	10
14	39.8862	10
15	39.8862	20
16	39.8862	20
17	39.8862	20
18	39.8862	20
19	29.9106	20
20	29.9106	20
21	29.9106	20
22	29.9106	20
23	29.9106	20
24	29.9106	20
25	29.9106	20
26	29.9106	20
27	29.9106	20
28	21.7427	20
29	21.7427	20
30	21.7427	20
31	21.7427	20
32	21.7427	20
33	21.7427	20
34	21.7427	20
35	21.7427	20
36	21.7427	20
37	21.7427	20
38	21.7427	20
39	21.7427	20
40	21.7427	20
41	21.7427	30
42	21.7427	30
43	21.7427	30
44	21.7427	30
45	21.7427	30
46	14.2897	30
47	14.2897	30
48	14.2897	30
49	14.2897	30
50	14.2897	30
51	14.2897	30
52	14.2897	30
53	14.2897	30
54	14.2897	30
55	14.2897	40
56	14.2897	40
57	14.2897	40
58	14.2897	40
59	14.2897	40
60	14.2897	40
61	14.2897	40
62	14.2897	40
63	14.2897	40
64	14.2897	40
65	14.2897	40
66	14.2897	40
67	14.2897	40
68	14.2897	40
69	14.2897	40
70	10.1587	40
71	10.1587	40
72	10.1587	40
73	10.1587	40
74	10.1587	40
75	10.1587	40
76	10.1587	50
77	10.1587	50
78	8.48359	50
79	8.48359	50
80	3.20353	50
81	3.20353	50
82	3.20353	50
83	3.20353	50
84	3.20353	50
85	3.20353	50
86	3.20353	50
87	3.20353	50
88	3.20353	50
89	3.20353	50
90	3.20353	60
91	3.20353	60
92	3.20353	60
93	3.20353	60
94	3.20353	60
95	3.20353	60
96	3.20353	60
97	3.20353	60
98	3.20353	60
99	3.20353	60
